id,occ_title,a_mean,is_selected,last_updated
1008,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","42,950",0,NULL
1009,"Home Appliance Repairers","45,340",0,NULL
1010,"Printing Press Operators","41,120",0,NULL
1011,"Print Binding and Finishing Workers","37,060",0,NULL
1012,"Home Appliance Repairers","45,340",0,NULL
1013,"Textile, Apparel, and Furnishings Workers","31,210",0,NULL
1014,"Food Processing Workers","33,830",0,NULL
1015,"Tire Repairers and Changers","32,520",0,NULL
1016,"Industrial Machinery Installation, Repair, and Maintenance Workers","58,350",0,NULL
1017,"Tool and Die Makers","56,150",0,NULL
1018,"Laundry and Dry-Cleaning Workers","27,830",0,NULL
1019,"Laundry and Dry-Cleaning Workers","27,830",0,NULL
1020,Bakers,"32,300",0,NULL
1021,"Fiberglass Laminators and Fabricators","40,360",0,NULL
1022,"Industrial Machinery Mechanics","58,780",0,NULL
1023,"Pressers, Textile, Garment, and Related Materials","28,110",0,NULL
1024,"Bicycle Repairers","34,360",0,NULL
1025,"Maintenance Workers, Machinery","53,570",0,NULL
1026,"Miscellaneous Metal Workers and Plastic Workers","40,940",0,NULL
1027,Bakers,"32,300",0,NULL
1028,Millwrights,"61,260",0,NULL
1029,"Butchers and Other Meat, Poultry, and Fish Processing Workers","33,360",0,NULL
1030,"Pressers, Textile, Garment, and Related Materials","28,110",0,NULL
1031,"Refractory Materials Repairers, Except Brickmasons","54,760",0,NULL
1032,"Sewing Machine Operators","30,880",0,NULL
1033,"Butchers and Meat Cutters","35,670",0,NULL
1034,"Line Installers and Repairers","71,500",0,NULL
1035,"Other Installation, Maintenance, and Repair Occupations","50,730",0,NULL
1036,"Meat, Poultry, and Fish Cutters and Trimmers","31,680",0,NULL
1037,"Welding, Soldering, and Brazing Workers","47,910",0,NULL
1038,"Sewing Machine Operators","30,880",0,NULL
1039,"Shoe and Leather Workers","32,950",0,NULL
1040,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","41,560",0,NULL
1041,"Electrical Power-Line Installers and Repairers","79,060",0,NULL
1042,"Timing Device Assemblers and Adjusters","44,670",0,NULL
1043,"Tax Examiners and Collectors, and Revenue Agents","63,200",0,NULL
1044,"Control and Valve Installers and Repairers","59,860",0,NULL
1045,"Slaughterers and Meat Packers","32,010",0,NULL
1046,"Shoe and Leather Workers and Repairers","34,890",0,NULL
1047,"Layout Workers, Metal and Plastic","52,340",0,NULL
1048,"Telecommunications Line Installers and Repairers","62,250",0,NULL
1049,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic","38,580",0,NULL
1050,"Timing Device Assemblers and Adjusters","44,670",0,NULL
1051,"Mechanical Door Repairers","45,520",0,NULL
1052,"Tool Grinders, Filers, and Sharpeners","43,660",0,NULL
1053,"Miscellaneous Assemblers and Fabricators","37,780",0,NULL
1054,"Control and Valve Installers and Repairers, Except Mechanical Door","67,310",0,NULL
1055,"Miscellaneous Food Processing Workers","35,630",0,NULL
1056,"Metal Workers and Plastic Workers, All Other","39,480",0,NULL
1057,"Tax Preparers","51,080",0,NULL
1058,"Top Executives","120,520",0,NULL
1059,"Printing Workers","40,660",0,NULL
1060,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","54,690",0,NULL
1061,"Social and Community Service Managers","76,790",0,NULL
1062,"Miscellaneous Financial Specialists","80,370",0,NULL
1063,"Miscellaneous Assemblers and Fabricators","37,780",0,NULL
1064,"Printing Workers","40,660",0,NULL
1065,"Computer User Support Specialists","57,650",0,NULL
1066,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers","145,130",0,NULL
1067,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","54,690",0,NULL
1068,"Agents and Business Managers of Artists, Performers, and Athletes","116,410",0,NULL
1069,"Prepress Technicians and Workers","43,800",0,NULL
1070,"Database and Network Administrators and Architects","102,440",0,NULL
1071,"Advertising and Promotions Managers","142,860",0,NULL
1072,"Agents and Business Managers of Artists, Performers, and Athletes","116,410",0,NULL
1073,"Computer Network Architects","120,650",0,NULL
1074,"Advertising and Promotions Managers","142,860",0,NULL
1075,"Buyers and Purchasing Agents","72,540",0,NULL
1076,"Database Administrators","96,550",0,NULL
1077,"Marketing and Sales Managers","146,600",0,NULL
1078,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","40,600",0,NULL
1079,"Buyers and Purchasing Agents","72,540",0,NULL
1080,"Miscellaneous Woodworkers","36,080",0,NULL
1081,"Database Architects","121,840",0,NULL
1082,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","40,000",0,NULL
1083,"Fabric and Apparel Patternmakers","64,070",0,NULL
1084,"Marketing Managers","153,440",0,NULL
1085,"Woodworkers, All Other","36,080",0,NULL
1086,"Claims Adjusters, Appraisers, Examiners, and Investigators","70,850",0,NULL
1087,"Plant and System Operators","66,210",0,NULL
1088,Upholsterers,"38,220",0,NULL
1089,"Sales Managers","142,390",0,NULL
1090,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","43,240",0,NULL
1091,"Claims Adjusters, Examiners, and Investigators","70,960",0,NULL
1092,"Power Plant Operators, Distributors, and Dispatchers","89,410",0,NULL
1093,"Public Relations and Fundraising Managers","132,800",0,NULL
1094,"Textile, Apparel, and Furnishings Workers, All Other","32,840",0,NULL
1095,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","40,030",0,NULL
1096,"Insurance Appraisers, Auto Damage","68,180",0,NULL
1097,"Computer Programmers","96,650",0,NULL
1098,"Nuclear Power Reactor Operators","111,220",0,NULL
1099,"Public Relations Managers","138,000",0,NULL
1100,"Welders, Cutters, Solderers, and Brazers","48,290",0,NULL
1101,"Facilities Managers","101,970",0,NULL
1102,Woodworkers,"37,520",0,NULL
1103,"Software Developers","120,990",0,NULL
1104,"Power Distributors and Dispatchers","95,520",0,NULL
1105,"Computer and Information Systems Managers","162,930",0,NULL
1106,"Power Plant Operators","83,740",0,NULL
1107,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","44,270",0,NULL
1108,"Cabinetmakers and Bench Carpenters","40,070",0,NULL
1109,"Software Quality Assurance Analysts and Testers","97,710",0,NULL
1110,"Stationary Engineers and Boiler Operators","70,510",0,NULL
1111,"Cabinetmakers and Bench Carpenters","40,070",0,NULL
1112,"Social and Community Service Managers","76,790",0,NULL
1113,"Compliance Officers","75,810",0,NULL
1114,"Stationary Engineers and Boiler Operators","70,510",0,NULL
1115,"Fundraising Managers","119,400",0,NULL
1116,"Computer and Information Systems Managers","162,930",0,NULL
1117,"Water and Wastewater Treatment Plant and System Operators","52,320",0,NULL
1118,"Web Developers","81,320",0,NULL
1119,"Compliance Officers","75,810",0,NULL
1120,"Furniture Finishers","37,310",0,NULL
1121,"Financial Managers","153,460",0,NULL
1122,"Molders, Shapers, and Casters, Except Metal and Plastic","39,020",0,NULL
1123,"Operations Specialties Managers","139,900",0,NULL
1124,"Web and Digital Interface Designers","95,460",0,NULL
1125,"Water and Wastewater Treatment Plant and System Operators","52,320",0,NULL
1126,"Network and Computer Systems Administrators","91,250",0,NULL
1127,"Furniture Finishers","37,310",0,NULL
1128,"Financial Managers","153,460",0,NULL
1129,"Paper Goods Machine Setters, Operators, and Tenders","44,180",0,NULL
1130,"Administrative Services and Facilities Managers","109,590",0,NULL
1131,"Chief Executives","213,020",0,NULL
1132,"Miscellaneous Plant and System Operators","72,540",0,NULL
1133,"Software and Web Developers, Programmers, and Testers","113,720",0,NULL
1134,"Model Makers and Patternmakers, Wood","56,560",0,NULL
1135,"Miscellaneous Computer Occupations","98,180",0,NULL
1136,"Administrative Services Managers","113,030",0,NULL
1137,"Tire Builders","47,840",0,NULL
1138,"Industrial Production Managers","117,780",0,NULL
1139,"Chemical Plant and System Operators","69,020",0,NULL
1140,"Emergency Management Directors","84,800",0,NULL
1141,"Helpers--Production Workers","32,910",0,NULL
1142,"Computer Occupations, All Other","98,180",0,NULL
1143,"Mixing and Blending Machine Setters, Operators, and Tenders","42,490",0,NULL
1144,"Gas Plant Operators","76,970",0,NULL
1145,"Financial Specialists, All Other","80,370",0,NULL
1146,"Chief Executives","213,020",0,NULL
1147,"Model Makers, Wood","60,040",0,NULL
1148,"Computer and Mathematical Occupations","99,860",0,NULL
1149,"Commercial Pilots","115,080",0,NULL
1150,"Production Workers, All Other","36,230",0,NULL
1151,"Industrial Production Managers","117,780",0,NULL
1152,"Material Moving Workers","34,900",0,NULL
1153,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","80,500",0,NULL
1154,"Emergency Management Directors","84,800",0,NULL
1155,"Mathematical Science Occupations","103,800",0,NULL
1156,"Cutting Workers","39,300",0,NULL
1157,"Purchasing Managers","134,590",0,NULL
1158,"Conveyor Operators and Tenders","37,010",0,NULL
1159,Actuaries,"125,300",0,NULL
1160,"Computer and Information Analysts","104,840",0,NULL
1161,"Purchasing Managers","134,590",0,NULL
1162,"Air Traffic Controllers and Airfield Operations Specialists","100,510",0,NULL
1163,Actuaries,"125,300",0,NULL
1164,"Personal Service Managers","74,360",0,NULL
1165,"Transportation, Storage, and Distribution Managers","105,580",0,NULL
1166,"Cutters and Trimmers, Hand","34,330",0,NULL
1167,Mathematicians,"112,430",0,NULL
1168,"Conveyor Operators and Tenders","37,010",0,NULL
1169,"Transportation, Storage, and Distribution Managers","105,580",0,NULL
1170,"Air Traffic Controllers","127,920",0,NULL
1171,"Precision Instrument and Equipment Repairers","54,870",0,NULL
1172,"Airfield Operations Specialists","54,360",0,NULL
1173,Mathematicians,"112,430",0,NULL
1174,"Cutting and Slicing Machine Setters, Operators, and Tenders","40,010",0,NULL
1175,"Computer Systems Analysts","102,210",0,NULL
1176,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","36,280",0,NULL
1177,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","40,050",0,NULL
1178,"Flight Attendants","62,280",0,NULL
1179,"Compensation and Benefits Managers","139,470",0,NULL
1180,"Camera and Photographic Equipment Repairers","44,260",0,NULL
1181,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","40,050",0,NULL
1182,"Operations Research Analysts","95,830",0,NULL
1183,"General and Operations Managers","115,250",0,NULL
1184,"Food Batchmakers","36,190",0,NULL
1185,"Crane and Tower Operators","65,270",0,NULL
1186,"Funeral Home Managers","82,900",0,NULL
1187,"Food Cooking Machine Operators and Tenders","35,430",0,NULL
1188,"Flight Attendants","62,280",0,NULL
1189,"Compensation and Benefits Managers","139,470",0,NULL
1190,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","43,910",0,NULL
1191,"Operations Research Analysts","95,830",0,NULL
1192,"Information Security Analysts","113,270",0,NULL
1193,"Food Processing Workers, All Other","33,600",0,NULL
1194,"General and Operations Managers","115,250",0,NULL
1195,"Crane and Tower Operators","65,270",0,NULL
1196,"Metal Workers and Plastic Workers","44,840",0,NULL
1197,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","43,910",0,NULL
1198,"Human Resources Managers","136,590",0,NULL
1199,"Motor Vehicle Operators","44,330",0,NULL
1200,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic","42,710",0,NULL
1201,"Personal Service Managers, All Other","59,580",0,NULL
1202,"Dredge Operators","50,530",0,NULL
1203,Statisticians,"99,450",0,NULL
1204,"Dredge Operators","50,530",0,NULL
1205,"Human Resources Managers","136,590",0,NULL
1206,"Computer and Information Research Scientists","142,650",0,NULL
1207,Statisticians,"99,450",0,NULL
1208,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","31,060",0,NULL
1209,"Shoe Machine Operators and Tenders","29,920",0,NULL
1210,"Tailors, Dressmakers, and Sewers","34,630",0,NULL
1211,"Miscellaneous Managers","129,710",0,NULL
1212,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","40,520",0,NULL
1213,"Hoist and Winch Operators","58,450",0,NULL
1214,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","44,410",0,NULL
1215,Legislators,"57,110",0,NULL
1216,"Sewers, Hand","31,350",0,NULL
1217,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","31,060",0,NULL
1218,"Tailors, Dressmakers, and Custom Sewers","35,430",0,NULL
1219,"Computer and Information Research Scientists","142,650",0,NULL
1220,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","46,210",0,NULL
1221,"Hoist and Winch Operators","58,450",0,NULL
1222,"Textile Machine Setters, Operators, and Tenders","33,110",0,NULL
1223,"Driver/Sales Workers and Truck Drivers","45,460",0,NULL
1224,"Textile Bleaching and Dyeing Machine Operators and Tenders","31,940",0,NULL
1225,"Textile Cutting Machine Setters, Operators, and Tenders","33,100",0,NULL
1226,"Driver/Sales Workers","31,970",0,NULL
1227,"Industrial Truck and Tractor Operators","40,950",0,NULL
1228,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","33,640",0,NULL
1229,"Heavy and Tractor-Trailer Truck Drivers","50,340",0,NULL
1230,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","33,050",0,NULL
1231,"Industrial Truck and Tractor Operators","40,950",0,NULL
1232,"Woodworking Machine Setters, Operators, and Tenders","35,450",0,NULL
1233,"Light Truck Drivers","42,630",0,NULL
1234,"Miscellaneous Textile, Apparel, and Furnishings Workers","39,050",0,NULL
1235,"Sawing Machine Setters, Operators, and Tenders, Wood","35,280",0,NULL
1236,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","35,560",0,NULL
1237,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","40,740",0,NULL
1238,"Rail Transportation Workers","68,330",0,NULL
1239,"Gas Compressor and Gas Pumping Station Operators","67,130",0,NULL
1240,"Jewelers and Precious Stone and Metal Workers","47,090",0,NULL
1241,"Pump Operators, Except Wellhead Pumpers","54,400",0,NULL
1242,"Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians","44,770",0,NULL
1243,"Wellhead Pumpers","67,170",0,NULL
1244,"Locomotive Engineers and Operators","71,410",0,NULL
1245,"Refuse and Recyclable Material Collectors","42,780",0,NULL
1246,"Locomotive Engineers","72,940",0,NULL
1247,"Refuse and Recyclable Material Collectors","42,780",0,NULL
1248,"Dental Laboratory Technicians","47,320",0,NULL
1249,"Rail Yard Engineers, Dinkey Operators, and Hostlers","58,070",0,NULL
1250,"Tank Car, Truck, and Ship Loaders","55,330",0,NULL
1251,"Medical Appliance Technicians","46,320",0,NULL
1252,"Tank Car, Truck, and Ship Loaders","55,330",0,NULL
1253,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","63,050",0,NULL
1254,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","63,050",0,NULL
1255,"Ophthalmic Laboratory Technicians","38,910",0,NULL
1256,"Miscellaneous Material Moving Workers","40,190",0,NULL
1257,"Material Moving Workers, All Other","40,190",0,NULL
1258,"Packaging and Filling Machine Operators and Tenders","36,750",0,NULL
1259,"Packaging and Filling Machine Operators and Tenders","36,750",0,NULL
1260,"Railroad Conductors and Yardmasters","66,990",0,NULL
1261,"Railroad Conductors and Yardmasters","66,990",0,NULL
1262,"Painting Workers","43,480",0,NULL
1263,"Subway and Streetcar Operators","71,520",0,NULL
1264,"Painting, Coating, and Decorating Workers","38,250",0,NULL
1265,"Subway and Streetcar Operators","71,520",0,NULL
1266,"Miscellaneous Rail Transportation Workers","54,140",0,NULL
1267,"Laborers and Material Movers","33,570",0,NULL
1268,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","43,900",0,NULL
1269,"Passenger Vehicle Drivers","39,640",0,NULL
1270,"Semiconductor Processing Technicians","45,910",0,NULL
1271,"Bus Drivers, School","38,750",0,NULL
1272,"Rail Transportation Workers, All Other","54,140",0,NULL
1273,"Semiconductor Processing Technicians","45,910",0,NULL
1274,"Water Transportation Workers","80,780",0,NULL
1275,"Sailors and Marine Oilers","57,800",0,NULL
1276,"Photographic Process Workers and Processing Machine Operators","40,300",0,NULL
1277,"Photographic Process Workers and Processing Machine Operators","40,300",0,NULL
1278,"Sailors and Marine Oilers","57,800",0,NULL
1279,"Computer Numerically Controlled Tool Operators and Programmers","48,500",0,NULL
1280,"Cleaners of Vehicles and Equipment","30,550",0,NULL
1281,"Ship and Boat Captains and Operators","94,250",0,NULL
1282,"Computer Numerically Controlled Tool Operators","46,240",0,NULL
1283,"Bus Drivers, Transit and Intercity","51,310",0,NULL
1284,"Computer Numerically Controlled Tool Programmers","62,360",0,NULL
1285,"Laborers and Freight, Stock, and Material Movers, Hand","34,950",0,NULL
1286,"Miscellaneous Production Workers","36,920",0,NULL
1287,"Adhesive Bonding Machine Operators and Tenders","38,580",0,NULL
1288,"Machine Feeders and Offbearers","36,660",0,NULL
1289,"Shuttle Drivers and Chauffeurs","32,570",0,NULL
1290,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","35,820",0,NULL
1291,"Cooling and Freezing Equipment Operators and Tenders","42,910",0,NULL
1292,"Packers and Packagers, Hand","30,950",0,NULL
1293,"Etchers and Engravers","36,970",0,NULL
1294,"Taxi Drivers","30,050",0,NULL
1295,"Captains, Mates, and Pilots of Water Vessels","98,330",0,NULL
1296,"Motorboat Operators","44,410",0,NULL
1297,"Inspectors, Testers, Sorters, Samplers, and Weighers","44,810",0,NULL
1298,"Stockers and Order Fillers","33,020",0,NULL
1299,"Miscellaneous Motor Vehicle Operators","36,410",0,NULL
1300,"Ship Engineers","96,910",0,NULL
1301,"Inspectors, Testers, Sorters, Samplers, and Weighers","44,810",0,NULL
1302,"Ship Engineers","96,910",0,NULL
1303,"Other Transportation Workers","35,900",0,NULL
1304,"Motor Vehicle Operators, All Other","36,410",0,NULL
1305,"Bridge and Lock Tenders","44,760",0,NULL
1306,"Pumping Station Operators","62,590",0,NULL
1307,"Bridge and Lock Tenders","44,760",0,NULL
1308,"Jewelers and Precious Stone and Metal Workers","47,090",0,NULL
1309,"Parking Attendants","29,210",0,NULL
1310,"Parking Attendants","29,210",0,NULL
1311,"Transportation Service Attendants","30,810",0,NULL
1312,"Automotive and Watercraft Service Attendants","29,960",0,NULL
1313,"Managers, All Other","129,710",0,NULL
1314,"Traffic Technicians","53,210",0,NULL
1315,"Electrical Engineers","107,890",0,NULL
1316,"Computer Support Specialists","60,550",0,NULL
1317,"Electronics Engineers, Except Computer","115,490",0,NULL
1318,"Aircraft Service Attendants","38,640",0,NULL
1319,"Environmental Engineers","100,220",0,NULL
1320,"Traffic Technicians","53,210",0,NULL
1321,"Environmental Engineers","100,220",0,NULL
1322,"Industrial Engineers, Including Health and Safety","95,520",0,NULL
1323,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","99,700",0,NULL
1324,"Industrial Engineers","95,200",0,NULL
1325,Physicists,"151,580",0,NULL
1326,"Marine Engineers and Naval Architects","97,820",0,NULL
1327,"Marine Engineers and Naval Architects","97,820",0,NULL
1328,"Materials Engineers","101,950",0,NULL
1329,"Materials Engineers","101,950",0,NULL
1330,"Patternmakers, Wood","51,020",0,NULL
1331,"Mechanical Engineers","97,000",0,NULL
1332,"Transportation and Material Moving Occupations","41,340",0,NULL
1333,"Mechanical Engineers","97,000",0,NULL
1334,"Plant and System Operators, All Other","55,480",0,NULL
1335,"Mining and Geological Engineers, Including Mining Safety Engineers","100,450",0,NULL
1336,"Mining and Geological Engineers, Including Mining Safety Engineers","100,450",0,NULL
1337,"Supervisors of Transportation and Material Moving Workers","58,630",0,NULL
1338,"Nuclear Engineers","121,760",0,NULL
1339,"Other Production Occupations","41,820",0,NULL
1340,"Nuclear Engineers","121,760",0,NULL
1341,"Petroleum Engineers","145,720",0,NULL
1342,"First-Line Supervisors of Transportation and Material Moving Workers","58,630",0,NULL
1343,"Petroleum Engineers","145,720",0,NULL
1344,"Chemical Processing Machine Setters, Operators, and Tenders","50,760",0,NULL
1345,"Miscellaneous Engineers","107,800",0,NULL
1346,"Engineers, All Other","107,800",0,NULL
1347,"Aircraft Cargo Handling Supervisors","62,080",0,NULL
1348,"Drafters, Engineering Technicians, and Mapping Technicians","62,420",0,NULL
1349,"Transportation Inspectors","77,620",0,NULL
1350,Drafters,"61,680",0,NULL
1351,"Chemical Equipment Operators and Tenders","52,450",0,NULL
1352,"Architectural and Civil Drafters","60,620",0,NULL
1353,"Electrical and Electronics Drafters","67,090",0,NULL
1354,"Mechanical Drafters","62,650",0,NULL
1355,"Transportation Inspectors","77,620",0,NULL
1356,"Drafters, All Other","58,330",0,NULL
1357,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","58,580",0,NULL
1358,"Engineering Technologists and Technicians, Except Drafters","64,600",0,NULL
1359,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","47,060",0,NULL
1360,"Aerospace Engineering and Operations Technologists and Technicians","73,510",0,NULL
1361,"Civil Engineering Technologists and Technicians","58,000",0,NULL
1362,"Passenger Attendants","34,380",0,NULL
1363,"Electrical and Electronic Engineering Technologists and Technicians","69,070",0,NULL
1364,"Air Transportation Workers","119,590",0,NULL
1365,"Electro-Mechanical and Mechatronics Technologists and Technicians","63,880",0,NULL
1366,"Environmental Engineering Technologists and Technicians","56,590",0,NULL
1367,"Crushing, Grinding, Polishing, Mixing, and Blending Workers","41,900",0,NULL
1368,"Passenger Attendants","34,380",0,NULL
1369,"Industrial Engineering Technologists and Technicians","61,230",0,NULL
1370,"Aircraft Pilots and Flight Engineers","169,540",0,NULL
1371,"Mechanical Engineering Technologists and Technicians","63,390",0,NULL
1372,"Computer Occupations","99,620",0,NULL
1373,"Calibration Technologists and Technicians","62,800",0,NULL
1374,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","42,790",0,NULL
1375,"Engineering Technologists and Technicians, Except Drafters, All Other","68,290",0,NULL
1376,"Miscellaneous Transportation Workers","39,990",0,NULL
1377,"Surveying and Mapping Technicians","49,810",0,NULL
1378,"Grinding and Polishing Workers, Hand","35,990",0,NULL
1379,"Airline Pilots, Copilots, and Flight Engineers","198,190",0,NULL
1380,"Surveying and Mapping Technicians","49,810",0,NULL
1381,"Life, Physical, and Social Science Occupations","80,730",0,NULL
1382,"Transportation Workers, All Other","39,990",0,NULL
1383,"Life Scientists","93,190",0,NULL
1384,"Agricultural and Food Scientists","79,970",0,NULL
1385,"Animal Scientists","80,390",0,NULL
1386,"Food Scientists and Technologists","84,150",0,NULL
1387,"Soil and Plant Scientists","76,290",0,NULL
1388,"Biological Scientists","93,970",0,NULL
1389,"Biochemists and Biophysicists","113,460",0,NULL
1390,Microbiologists,"87,820",0,NULL
1391,"Zoologists and Wildlife Biologists","70,300",0,NULL
1392,"Biological Scientists, All Other","90,010",0,NULL
1393,"Conservation Scientists and Foresters","68,080",0,NULL
1394,"Conservation Scientists","68,230",0,NULL
1395,Foresters,"67,710",0,NULL
1396,"Medical Scientists","102,830",0,NULL
1397,Epidemiologists,"86,740",0,NULL
1398,"Medical Scientists, Except Epidemiologists","104,050",0,NULL
1399,"Miscellaneous Life Scientists","94,430",0,NULL
1400,"Life Scientists, All Other","94,430",0,NULL
1401,"Physical Scientists","96,340",0,NULL
1402,"Astronomers and Physicists","150,510",0,NULL
1403,Astronomers,"139,410",0,NULL
